151-1	151-2	154-1	154-2	156-1	156-2	158-1	158-2	222-1	222-2	278-1	278-2	544-1	544-2	561-1	561-2	568-1	568-2
1167.453828	1355.246397	886.7676724	415.5317613	729.3864781	537.5545218	655.881121	487.8260383	599.5774203	662.7028703	280.5543065	183.0963873	768.8763167	1060.643119	551.8370372	523.3358386	628.0399683	546.8473755
1269.912998	1319.528945	1011.077691	290.7277329	711.7619963	418.115288	559.5070593	613.6415143	557.6756499	568.7988958	300.0659522	161.2991984	742.6838504	1158.010418	598.1051705	477.027095	660.855536	447.2611324
1170.110291	1693.402538	1059.658741	354.8312871	907.7508974	528.7283481	682.175706	820.1238761	524.0311835	553.9927793	413.2832773	273.7318908	639.5416443	1288.157132	459.396147	556.4959777	519.7846095	510.8220118
1225.309126	1735.180461	1138.593566	307.481357	891.6525282	430.7151967	610.5267243	801.1161617	618.466678	538.4941718	366.0354431	228.9993345	773.8342529	1229.485925	627.0042084	546.8750476	625.9108756	421.8238684
1306.454812	1505.759863	1066.83171	345.3550185	1087.206911	605.9703628	861.4755358	775.1649417	609.1623694	610.3373624	435.8791266	274.0647543	696.8952215	1161.51997	623.8779832	497.6265753	598.8999984	520.1296401
1387.621091	1391.619308	1117.986022	358.0773017	1000.462243	498.3617364	731.1851145	694.329473	596.4148189	668.3856931	396.7476175	278.6389427	780.6554308	1035.499761	571.0288809	517.6167301	696.7217439	493.9283973
1314.85665	1709.244468	1143.579262	333.7740758	767.433315	404.8708295	601.2816944	620.1424898	571.8803716	589.584617	363.4598626	225.5418494	761.42335	1242.310454	554.9738598	395.1529797	641.3865194	488.3868614
941.4485225	962.3745882	719.848717	203.4518225	518.7405365	234.9903769	378.0787226	414.8612806	423.7130344	406.052525	188.4069615	98.34505111	552.2477007	847.3291367	446.0540536	316.2827326	493.970685	319.5260388
21.22081703	4.235271041	103.7775289	368.7263241	35.34434571	37.78933021	41.25863342	39.3851645	417.9814939	1344.46573	64.58430477	60.00132609	74.91516548	57.00239937	156.3324558	56.53899931	414.2515235	702.3547105
2253.597227	631.2570646	564.9383196	504.4306791	1665.010128	1245.010288	3923.934689	3392.919182	796.97556	1027.381808	717.8402628	552.1560829	1047.848571	710.8814132	673.791613	409.0926384	831.3736147	989.9227653
1219.275454	1188.447306	966.0777645	525.9904991	973.5221146	614.640597	831.7086895	701.5996077	623.5289991	701.5373245	368.827459	243.8600782	725.8075924	912.6957987	616.1313031	613.2701553	639.8717918	580.5592826
1008.477886	1003.860076	829.0622628	383.6894046	611.8546059	357.4132525	485.50382	511.7121185	486.0044093	497.0546325	254.3872742	185.6626574	610.0617342	944.7672338	501.9446022	474.9425601	513.4820715	376.684561
1003.95778	558.269227	602.3149562	447.8767268	703.7499047	505.3374284	635.0260535	473.3911332	476.3546971	466.9697469	267.1786026	161.5354241	529.0963874	550.8782268	486.6843841	493.4575056	408.6163131	351.9359539
808.9445466	716.4969363	574.5237221	413.1234279	684.207184	367.746841	640.9493227	441.8556068	448.0208106	526.7218252	301.6567519	173.8298976	474.098633	525.1786	500.3655935	409.3598865	436.8347353	381.5266798
33.7514984	24.99818312	146.0219202	348.1088954	41.90451062	82.47118475	23.57482624	30.56617502	361.3353086	997.5827119	57.7774134	63.96347521	215.0652063	85.38223128	259.889991	110.4268979	379.1161982	754.0147379
653.3767036	733.4884404	615.5029261	336.6536049	653.6107444	389.7862853	593.9931708	480.0923008	357.4819	511.047347	259.5600787	163.8225183	419.52921	573.6346851	367.2837754	380.9674527	352.7726485	402.2509482
1317.924968	1407.098215	1072.685882	409.1863262	1105.053951	586.6234732	898.8534067	830.6813761	597.73167	666.7149212	431.5612416	340.744825	711.5441561	1177.975418	584.0106636	633.9017055	689.7412858	548.8272641
1019.721522	1194.97164	1057.514356	753.410475	861.3634308	457.3496572	695.8927503	626.2114718	462.1283876	469.7287189	267.9253045	214.2030161	536.7635199	947.9126821	464.1437704	653.517713	489.4053171	415.0556624
962.3089666	869.2994651	703.7443831	453.8452054	687.9270837	420.7974468	654.4728664	587.7851222	424.1232011	453.8783699	283.0324911	227.3779673	513.665748	734.0727726	422.0298076	519.4874665	527.8243177	358.5965573
1244.223557	903.8068401	824.8914333	352.5590768	1055.540073	545.4554546	713.1680562	514.9468016	460.0127907	612.9094717	302.6307109	206.1928176	608.326992	1066.266493	506.8829783	425.2451111	533.9361907	521.9696452
1432.513261	1623.611321	1072.021123	394.0138254	943.1058411	604.161465	896.8754003	759.3813739	626.7779514	681.8507953	332.2498869	206.7941194	735.4557576	1186.471162	599.0801289	556.3035591	668.1855465	620.0924924
1053.493613	1240.359628	750.5134275	386.799296	715.5030919	415.5059009	591.574413	615.8436275	537.8473262	505.7822172	275.424789	176.2028921	658.5274345	940.6407294	532.486233	516.4087689	583.8480547	414.0441975
1417.037818	1383.300026	986.4172595	536.6081084	1067.526416	610.6173588	885.039612	654.5966064	630.4586582	562.0718407	367.7452823	273.5493528	701.4034097	1040.222991	588.5145474	570.0507993	612.4795845	580.3225568
1199.413758	1286.635006	1053.129088	471.3213295	1094.159202	560.1761401	832.9986937	711.893697	514.2411511	601.6097777	414.9390077	249.432857	684.0774037	1210.289588	492.6507055	550.4775514	547.3780743	494.5309721
1113.315518	1376.896699	1168.421966	713.5473207	1237.359442	719.7334001	1214.732428	1019.567905	531.7164129	664.670424	391.1419423	355.734419	558.0837163	1280.389594	589.3941294	768.7871457	528.7988278	567.7545685
1024.437259	1378.288288	993.1720733	711.7253641	1033.528017	606.188678	961.0423578	923.8655374	546.3420953	677.4979949	451.2352138	345.2116381	647.0160276	942.3095364	589.0762082	708.3890844	520.7908971	561.1047253
755.7123175	659.6031287	585.8782425	381.1344769	552.5375735	299.6948587	540.2107469	393.1667772	399.3404951	455.6700529	250.5996557	186.1243712	448.2809566	532.0965633	447.5270886	432.5997777	425.7973494	337.6678438
1278.685505	1084.733585	891.0135554	472.0124165	703.6651207	298.2394237	526.633453	558.399027	569.6460423	480.6546876	245.3619206	162.523277	733.6032242	1031.899184	675.5401797	599.9825818	599.7473985	364.9128322
10778.71296	2640.257883	3025.845665	3179.848322	5533.620983	6176.782978	6869.057213	8793.691521	3455.071901	2661.990264	5021.970784	4147.124583	4355.327427	2089.629476	3622.966514	2700.648533	3016.437061	2223.543989
33.9883149	91.86504567	327.9194072	688.710073	145.0124984	269.4322066	34.41086128	44.11602027	757.0274785	1177.740284	165.7461816	206.3431431	729.4162846	558.6862205	618.0070382	623.8531784	799.5749272	1381.919182
1104.419455	160.0831614	191.70805	180.8239589	757.7785327	334.3861915	1400.417779	857.8337487	381.260777	357.2154234	193.4823701	138.1061303	420.3430397	183.2855716	313.6292727	136.5209983	363.2592244	330.8781173
1087.512817	1363.495092	1110.566449	537.9798114	1074.722462	534.9555307	899.6166591	832.356668	482.4964043	590.5189302	320.9736058	263.5956611	593.3353923	998.5837291	465.3306763	635.0562171	501.7879506	507.938261
946.9673764	1016.938997	761.5784559	892.2666057	687.9906717	500.4305333	596.9924305	466.7531841	426.1740348	406.4482341	218.2101075	150.969693	533.9686573	821.6800798	392.8446406	634.0620543	445.8171761	454.4812696
1064.006206	954.1258937	914.784067	577.6440164	1038.053365	627.5939685	948.5615674	705.8563242	417.9059369	601.6867212	334.381775	266.7202827	492.099261	904.2708522	513.7606738	596.9038842	501.7985431	538.6157736
1373.81366	1522.781619	1251.720615	569.1206101	920.9030212	422.7103042	698.8490099	896.4392176	627.6846357	507.7058032	286.3223082	213.0970504	793.0342089	1436.27639	568.3583427	788.6810912	595.8811357	441.493631
46.30277252	0	1470.844631	1112.189335	838.0054284	509.0903715	39.94712918	28.94356524	6084.953087	14869.12223	120.2731172	121.1408305	2051.204216	962.9016026	7258.395539	876.5629428	4749.507904	7469.463205
33.0822344	0	172.4085819	237.890991	43.4412213	58.37333952	47.61190396	41.87176129	1539.582439	5030.891967	93.24034348	72.77898858	399.1085095	139.2796383	518.7520367	149.1457966	1968.997614	3543.45177
652.1411393	563.2406285	556.1570616	381.3648392	902.2505329	525.1209485	945.7020582	640.9519333	390.9644585	553.5640944	418.0664983	291.856844	400.1900464	634.713019	369.1807053	360.3679724	381.3618083	484.2764405
